LOC,Addr,LON,LAT
"Massillon, OH","Massillon, Ohio",-81.52282999999993,40.79463000000004
Malvern,"Malvern, Arkansas",-92.81273,34.362780000000036
"Manassas, VA","Manassas, Virginia",-77.47110999999995,38.751220000000046
"Hollidaysburg, PA","Hollidaysburg, Pennsylvania",-78.39110999999997,40.427940000000035
"Glendale, AZ","Glendale, Arizona",-112.18626999999998,33.538610000000055
"Gloucester, MA","Gloucester, Massachusetts",-70.66810999999996,42.61435000000006
"Teaneck, New Jersey","Teaneck, New Jersey",-74.01948999999995,40.886870000000044
"Chatham, NJ","Chatham, New Jersey",-74.38444999999996,40.73793000000006
Pacifica,"Pacifica, California",-122.49113999999996,37.63526000000007
"Dunbar, WV","Dunbar, West Virginia",-81.73958999999995,38.358570000000036
"Wood Dale, IL","Wood Dale, Illinois",-87.97881999999998,41.967430000000036
Shelton,"Shelton, Connecticut",-73.10909999999996,41.32260000000008
"Lake Oswego, Oregon","Lake Oswego, Oregon",-122.66758,45.41975000000008
"Evergreen, Colorado","Evergreen, Colorado",-105.3191,39.63292000000007
"Brownwood, TX","Brownwood, Texas",-98.98071,31.725270000000023
Joliet,"Joliet, Illinois",-88.08458999999996,41.52493000000004
"Fairmont, WV","Fairmont, West Virginia",-80.14719999999993,39.48157000000003
Ripon,"Ripon, California",-121.13545999999997,37.741280000000074
"Geneva, IL","Geneva, Illinois",-88.30514999999995,41.88727000000007
Puyallup,"Puyallup, Washington",-122.29564,47.190440000000066
"Casper, Wyoming","Casper, Wyoming",-106.32779,42.85008000000005
"Mill Valley, California","Mill Valley, California",-122.54818999999998,37.907610000000034
"Glassboro, NJ","Glassboro, New Jersey",-75.11103999999995,39.70747000000007
"Jackson, Ohio","Jackson, Ohio",-82.63972999999999,39.05406000000005
"Russellville, Arkansas","Russellville, Arkansas",-93.13480999999996,35.278290000000034
"Goshen, New York","Goshen, New York",-74.31656999999996,41.40683000000007
Findlay,"Findlay, Ohio",-83.65029999999996,41.03760000000005
"Spring Hill, TN","Spring Hill, Tennessee",-86.92965999999996,35.75167000000005
"Hoffman Estates, IL","Hoffman Estates, Illinois",-88.12294999999996,42.06298000000004
Lincoln,"Lincoln, Nebraska",-96.70729999999998,40.81362000000007
"Romulus, MI","Romulus, Michigan",-83.38534999999995,42.222230000000025
Bennettsville,"Bennettsville, South Carolina",-79.68326999999994,34.614790000000035
"Highland, CA","Highland, California",-117.21713999999996,34.12126000000005
"Tracy, California","Tracy, California",-121.42640999999998,37.739700000000035
"Union City, TN","Union City, Tennessee",-89.05726999999996,36.42413000000005
"Owensboro, Kentucky","Owensboro, Kentucky",-87.11350999999996,37.77421000000004
"Bellmore, NY","Bellmore, New York",-73.52455999999995,40.66937000000007
"Mountlake Terrace, WA","Mountlake Terrace, Washington",-122.31111,47.78803000000005
"Taylor, MI","Taylor, Michigan",-83.26283999999998,42.226590000000044
"Westerville, OH","Westerville, Ohio",-82.93153999999998,40.125770000000045
"Bridgewater, VA","Bridgewater, Virginia",-78.97491999999993,38.38373000000007
"Mason City, Iowa","Mason City, Iowa",-93.20108999999997,43.14667000000003
Hialeah,"Hialeah, Florida",-80.28149999999994,25.826980000000052
"Watertown, New York","Watertown, New York",-75.91427999999995,43.97586000000007
"Thornton, CO","Thornton, Colorado",-104.98553999999996,39.87000000000006
Lockport,"Lockport, Illinois",-88.05577999999996,41.58893000000006
"Independence, KY","Independence, Kentucky",-84.54440999999997,38.94320000000005
"Kerrville, TX","Kerrville, Texas",-99.14530999999994,30.05158000000005
"Avon Park, Florida","Avon Park, Florida",-81.50662999999997,27.595610000000075
"Rapid City, South Dakota","Rapid City, South Dakota",-103.2308,44.08146000000005
"South Milwaukee, WI","South Milwaukee, Wisconsin",-87.87168999999994,42.90782000000007
"Tupelo, MS","Tupelo, Mississippi",-88.70782999999994,34.25741000000005
"Woodbridge, VA","Woodbridge, Virginia",-77.24708999999996,38.66159000000005
"Waynesboro, VA","Waynesboro, Virginia",-78.89097999999996,38.06547000000006
"Lockport, NY","Lockport, New York",-78.69536999999997,43.169190000000064
Naples,"Naples, Florida",-81.79582999999997,26.139340000000058
"King of Prussia, PA","King of Prussia, Pennsylvania",-75.38463999999993,40.090960000000045
"Alabaster, AL","Alabaster, Alabama",-86.81634999999994,33.245100000000036
"Angleton, Texas","Angleton, Texas",-95.43194999999996,29.164490000000054
"Pasco, Washington","Pasco, Washington",-119.09466999999997,46.23542000000002
"Lindenhurst, NY","Lindenhurst, New York",-73.36754999999994,40.681770000000036
"Delafield, WI","Delafield, Wisconsin",-88.40419999999996,43.05956000000002
"Lewiston, Maine","Lewiston, Maine",-70.21834999999999,44.098550000000046
"Wilmington, IL","Wilmington, Illinois",-88.14157999999998,41.29795000000007
"Longview, TX","Longview, Texas",-94.74060999999996,32.50064000000003
"Johnston, IA","Johnston, Iowa",-93.71221999999996,41.67234000000008
"Jacksonville, AL","Jacksonville, Alabama",-85.76117999999997,33.814220000000034
"Belleville, NJ","Belleville, New Jersey",-74.14924999999994,40.79546000000005
"Barberton, Ohio","Barberton, Ohio",-81.61068999999998,41.01203000000004
Salem,"Salem, Oregon",-123.04380999999997,44.933260000000075
San Carlos,"San Carlos, California",-122.26280999999994,37.50494000000003
"Vincennes, IN","Vincennes, Indiana",-87.53223999999994,38.678100000000036
"Sayreville, New Jersey","Sayreville, New Jersey",-74.36129999999997,40.466990000000074
"Fountain, CO","Fountain, Colorado",-104.70067999999998,38.68288000000007
"Anderson, Indiana","Anderson, Indiana",-85.67847999999998,40.102160000000026
"Wabash, Indiana","Wabash, Indiana",-85.82057999999995,40.79668000000004
"New Milford, NJ","New Milford, New Jersey",-74.02701999999994,40.92440000000005
"Columbia, Maryland","Columbia, Maryland",-76.86708999999995,39.21106000000003
"Meriden, CT","Meriden, Connecticut",-72.79809999999998,41.53653000000004
"Chappaqua, NY","Chappaqua, New York",-73.77304999999996,41.15742000000006
"Jacksonville, North Carolina","Jacksonville, North Carolina",-77.42104999999998,34.74929000000003
"Carol Stream, IL","Carol Stream, Illinois",-88.12055999999995,41.91590000000008
"Dublin, CA","Dublin, California",-121.91634999999997,37.704230000000045
"Long Branch, NJ","Long Branch, New Jersey",-73.99336999999997,40.30376000000007
"Cerritos, California","Cerritos, California",-118.06369999999998,33.86854000000005
"Mountainside, NJ","Mountainside, New Jersey",-74.35519999999997,40.672510000000045
Homewood,Homewood,-120.16040002611209,39.085939963356296
"Watertown, SD","Watertown, South Dakota",-97.1058,44.90060000000005
"Westlake Village, California","Westlake Village, California",-118.81876999999996,34.14976000000007
"Oak Ridge, Tennessee","Oak Ridge, Tennessee",-84.25575999999995,36.01468000000005
"Loganville, GA","Loganville, Georgia",-83.90241999999995,33.838140000000074
"Martinsburg, WV","Martinsburg, West Virginia",-77.96455999999995,39.45637000000005
"Davenport, Iowa","Davenport, Iowa",-90.57601999999996,41.53826000000004
St. Louis Park,"Saint Louis Park, Minnesota",-93.34801,44.948300000000074
"New Albany, Indiana","New Albany, Indiana",-85.82462999999996,38.285510000000045
"Holland, MI","Holland, Michigan",-86.10175999999996,42.773090000000025
"Cambridge, Massachusetts","Cambridge, Massachusetts",-71.10600999999997,42.36679000000004
"Ada, Oklahoma","Ada, Oklahoma",-96.67865999999998,34.77506000000005
Wichita Falls,"Wichita Falls, Texas",-98.50098999999994,33.908300000000054
"West Chester, Pennsylvania","West Chester, Pennsylvania",-75.59830999999997,39.963590000000075
"Wilsonville, Oregon","Wilsonville, Oregon",-122.75944999999996,45.304950000000076
"Annapolis, Maryland","Annapolis, Maryland",-76.49013999999994,38.976780000000076
"Glen Allen, VA","Glen Allen, Virginia",-77.50447999999993,37.665400000000034
"Atascadero, California","Atascadero, California",-120.66927999999996,35.488800000000026
"Lomita, California","Lomita, California",-118.31989999999996,33.80528000000004
"Sandpoint, Idaho","Sandpoint, Idaho",-116.54780999999996,48.27295000000004
"Worcester, Massachusetts","Worcester, Massachusetts",-71.80218999999994,42.26341000000008
"West Hartford, Connecticut","West Hartford, Connecticut",-72.74442999999997,41.758770000000034
"Pearland, Texas","Pearland, Texas",-95.25531999999998,29.552380000000035
"Pampa, TX","Pampa, Texas",-100.95876999999996,35.531870000000026
"Rapid City, SD","Rapid City, South Dakota",-103.2308,44.08146000000005
"Allen, TX","Allen, Texas",-96.67449,33.10143000000005
"Suffern, NY","Suffern, New York",-74.14974999999998,41.11494000000005
Odessa,"Odessa, Texas",-102.37518999999998,31.849150000000066
"Clermont, Florida","Clermont, Florida",-81.76646999999997,28.551300000000023
"Hazleton, PA","Hazleton, Pennsylvania",-75.97678999999994,40.95479000000006
Lubbock,"Lubbock, Texas",-101.84500999999996,33.58451000000008
"Wilmington, North Carolina","Wilmington, North Carolina",-77.94599999999997,34.23497000000003
"Edgewater, NJ","Edgewater, New Jersey",-73.97351999999995,40.826880000000074
"Lexington, South Carolina","Lexington, South Carolina",-81.23594999999995,33.98105000000004
Newport News,"Newport News, Virginia",-76.48064999999997,37.08358000000004
"Murray, UT","Murray, Utah",-111.88831999999996,40.66231000000005
"Mankato, MN","Mankato, Minnesota",-94.00240999999994,44.167400000000036
"Statesville, North Carolina","Statesville, North Carolina",-80.88897999999995,35.78588000000008
Milton,"Milton, Ontario",-79.88385999999997,43.51105000000007
"Peoria, Illinois","Peoria, Illinois",-89.58798999999998,40.69236000000007
"Norwalk, Connecticut","Norwalk, Connecticut",-73.40764999999993,41.11366000000004
"Killeen, Texas","Killeen, Texas",-97.72736999999996,31.116890000000076
"Arcadia, CA","Arcadia, California",-118.03886999999996,34.13614000000007
"Sunrise, FL","Sunrise, Florida",-80.29400999999996,26.169080000000072
"Redlands, California","Redlands, California",-117.18258999999996,34.05538000000007
"Texarkana, Arkansas","Texarkana, Arkansas",-94.03578999999996,33.430960000000034
"Waycross, GA","Waycross, Georgia",-82.35844999999995,31.21135000000004
Southaven,"Southaven, Mississippi",-90.00484999999998,34.98794000000004
"Goshen, IN","Goshen, Indiana",-85.83694999999993,41.589180000000056
"Wheaton, IL","Wheaton, Illinois",-88.11063999999998,41.86605000000004
"Maryville, Missouri","Maryville, Missouri",-94.87289999999996,40.34746000000007
"Ridgecrest, California","Ridgecrest, California",-117.66806999999994,35.622480000000046
"Greenbelt, Maryland","Greenbelt, Maryland",-76.88055999999995,39.000790000000045
Cocoa Beach,"Cocoa Beach, Florida",-80.61005999999998,28.318110000000054
"Harleysville, PA","Harleysville, Pennsylvania",-75.39239999999995,40.282320000000034
Ithaca,"Ithaca, New York",-76.49545999999998,42.440510000000074
"Concord, North Carolina","Concord, North Carolina",-80.58119999999997,35.410430000000076
Pompano Beach,"Pompano Beach, Florida",-80.12543999999997,26.231460000000034
"Mason, Ohio","Mason, Ohio",-84.29761999999994,39.35697000000005
Roanoke,"Roanoke, Virginia",-79.94056999999998,37.27152000000007
"Levittown, PA","Levittown, Pennsylvania",-74.88719999999995,40.160660000000064
Daly City,"Daly City, California",-122.47278999999996,37.69109000000003
Palermo,"Palermo, California",-121.54667999999998,39.43527000000006
"Grand Blanc, Michigan","Grand Blanc, Michigan",-83.63015999999998,42.927490000000034
"Portsmouth, New Hampshire","Portsmouth, New Hampshire",-70.77216999999995,43.07066000000003
"Medina, NY","Medina, New York",-78.38690999999993,43.220120000000065
"Pleasant Hill, California","Pleasant Hill, California",-122.06270999999998,37.94799000000006
"Opelika, AL","Opelika, Alabama",-85.38064999999995,32.65050000000008
"Tonawanda, NY","Tonawanda, New York",-78.88636999999993,43.01883000000004
"Orland Park, IL","Orland Park, Illinois",-87.85358999999994,41.617560000000026
"Randolph, MA","Randolph, Massachusetts",-71.05507999999998,42.185350000000035
Asheville,"Asheville, North Carolina",-82.55311999999998,35.59844000000004
"Mansfield, OH","Mansfield, Ohio",-82.51523999999995,40.75854000000004
"North Miami, Florida","North Miami, Florida",-80.18270999999999,25.890420000000066
"Carthage, MO","Carthage, Missouri",-94.31399999999996,37.176750000000034
"West Des Moines, IA","West Des Moines, Iowa",-93.75694,41.56770000000006
"Harvard, IL","Harvard, Illinois",-88.61744999999996,42.420610000000075
"Joliet, IL","Joliet, Illinois",-88.08458999999996,41.52493000000004
"Fontana, CA","Fontana, California",-117.43575999999996,34.102610000000034
"Erie, Pennsylvania","Erie, Pennsylvania",-80.08549999999997,42.129820000000045
"Santa Maria, CA","Santa Maria, California",-120.43452999999994,34.953130000000044
Bellwood,"Bellwood, Illinois",-87.86739999999998,41.88192000000004
"Deerfield Beach, Florida","Deerfield Beach, Florida",-80.09978999999998,26.320040000000066
State College,"State College, Pennsylvania",-77.86069999999995,40.79373000000004
"Utica, New York","Utica, New York",-75.24257999999998,43.09589000000005
"Mount Pleasant, MI","Mt Pleasant, Michigan",-84.76814999999993,43.59723000000002
"Wake Forest, North Carolina","Wake Forest, North Carolina",-78.50751999999993,35.97509000000008
"Englewood, CO","Englewood, Colorado",-104.99355999999996,39.65462000000008
"Lexington, SC","Lexington, South Carolina",-81.23594999999995,33.98105000000004
Delray Beach,"Delray Beach, Florida",-80.07417999999996,26.464360000000053
"Idaho Falls, ID","Idaho Falls, Idaho",-112.04226999999996,43.49211000000002
"Garner, NC","Garner, North Carolina",-78.62303999999995,35.706440000000036
"Rochester, New Hampshire","Rochester, New Hampshire",-70.98035999999995,43.30553000000002
"Red Bank, NJ","Red Bank, New Jersey",-74.07013999999998,40.349200000000046
"Bonita, CA","Bonita, California",-117.01719999999996,32.674180000000035
Grand Junction,"Grand Junction, Colorado",-108.56444999999997,39.068790000000035
"Mequon, Wisconsin","Mequon, Wisconsin",-87.98448999999994,43.22521000000007
"Richmond, KY","Richmond, Kentucky",-84.29756999999995,37.74881000000005
"Wilson, North Carolina","Wilson, North Carolina",-77.91636999999997,35.721960000000024
"Sheffield, Alabama","Sheffield, Alabama",-87.68714999999996,34.759610000000066
"Stratford, Connecticut","Stratford, Connecticut",-73.13329999999995,41.198660000000075
Lemoore,"Lemoore, California",-119.78636999999998,36.301010000000076
"Murrieta, California","Murrieta, California",-117.21178999999997,33.55843000000005
"Watsonville, California","Watsonville, California",-121.75552,36.90903000000004
"Highland Park, IL","Highland Park, Illinois",-87.79919999999998,42.18569000000008
"Plattsburgh, New York","Plattsburgh, New York",-73.45302999999996,44.69913000000002
"Layton, UT","Layton, Utah",-111.96104999999994,41.06597000000005
"Highlands Ranch, Colorado","Highlands Ranch, Colorado",-104.99726999999996,39.547960000000046
"Mequon, WI","Mequon, Wisconsin",-87.98448999999994,43.22521000000007
"Goose Creek, SC","Goose Creek, South Carolina",-80.03971999999997,32.99780000000004
Pleasantville,"Pleasantville, New Jersey",-74.52342999999995,39.39292000000006
"Enterprise, AL","Enterprise, Alabama",-85.85461999999995,31.315150000000077
"Olney, MD","Olney, Maryland",-77.06855999999993,39.15042000000005
"Bourbonnais, IL","Bourbonnais, Illinois",-87.87503999999996,41.14170000000007
"Menomonie, WI","Menomonie, Wisconsin",-91.92937999999998,44.881590000000074
"Waldorf, Maryland","Waldorf, Maryland",-76.90859999999998,38.62436000000002
"Schenectady, NY","Schenectady, New York",-73.94101999999998,42.81225000000006
"Rocky Mount, North Carolina","Rocky Mount, North Carolina",-77.79498999999998,35.948840000000075
"Visalia, CA","Visalia, California",-119.29258999999996,36.33377000000007
"Warrensburg, Missouri","Warrensburg, Missouri",-93.74119999999996,38.771220000000035
"Westminster, CA","Westminster, California",-117.98573999999996,33.759310000000035
"Medina, OH","Medina, Ohio",-81.86401999999998,41.14042000000006
"Northfield, MN","Northfield, Minnesota",-93.15375999999998,44.44960000000002
"Davis, California","Davis, California",-121.74456999999997,38.54669000000007
"Nederland, TX","Nederland, Texas",-93.99199,29.97839000000005
Camarillo,"Camarillo, California",-119.05071999999996,34.223400000000034
"West Point, Mississippi","West Point, Mississippi",-88.65043999999996,33.60651000000007
Grand Blanc,"Grand Blanc, Michigan",-83.63015999999998,42.927490000000034
Kenosha,"Kenosha, Wisconsin",-87.82325999999996,42.58808000000005
"Port Charlotte, FL","Port Charlotte, Florida",-82.10084999999998,26.982880000000023
Wenatchee,"Wenatchee, Washington",-120.30521999999996,47.414940000000065
"Olathe, Kansas","Olathe, Kansas",-94.81856999999997,38.883530000000064
"Beverly Hills, FL","Beverly Hills, Florida",-82.46813999999995,28.919470000000054
"New Castle, Indiana","New Castle, Indiana",-85.36956999999995,39.931220000000046
"Coral Gables, Florida","Coral Gables, Florida",-80.26294999999998,25.749230000000072
"Lutherville-Timonium, Maryland","Lutherville Timonium, Maryland",-76.62887999999998,39.44008000000007
"Lake Havasu City, AZ","Lake Havasu City, Arizona",-114.34632,34.47440000000006
"Yukon, Oklahoma","Yukon, Oklahoma",-97.73775999999998,35.506300000000074
"Lacey, Washington","Lacey, Washington",-122.82323999999994,47.044370000000065
"Abingdon, VA","Abingdon, Virginia",-81.97495999999995,36.71064000000007
"Klamath Falls, Oregon","Klamath Falls, Oregon",-121.78205999999994,42.22388000000007
"Tehachapi, CA","Tehachapi, California",-118.44910999999996,35.132240000000024
"Campbellsville, KY","Campbellsville, Kentucky",-85.34304999999995,37.342810000000036
"Long Beach, New York","Long Beach, New York",-73.66607999999997,40.58939000000004
"Wickliffe, Ohio","Wickliffe, Ohio",-81.47850999999997,41.596940000000075
Middletown,"Middletown, Ohio",-84.40285999999998,39.511630000000025
"Muskego, WI","Muskego, Wisconsin",-88.14383999999997,42.89623000000006
Anoka,"Anoka, Minnesota",-93.38996999999996,45.19833000000007
"Valley Center, California","Valley Center, California",-117.04134999999997,33.22271000000005
"Oak Park, MI","Oak Park, Michigan",-83.18274999999993,42.465880000000034
"Calabasas, California","Calabasas, California",-118.63841999999994,34.15778000000006
"Newark, Delaware","Newark, Delaware",-75.76157999999998,39.678230000000035
"Pine Bluff, Arkansas","Pine Bluff, Arkansas",-92.00339999999994,34.22353000000004
"Covington, KY","Covington, Kentucky",-84.51026999999993,39.08398000000005
San Marcos,"San Marcos, California",-117.16015999999996,33.14083000000005
Palm Springs,"Palm Springs, California",-116.51196000000002,33.823210000000074
"Marysville, Washington","Marysville, Washington",-122.1769,48.06110000000007
Pinellas Park,"Pinellas Park, Florida",-82.70152999999993,27.842860000000034
"Rialto, California","Rialto, California",-117.37282,34.100320000000075
"Brattleboro, VT","Brattleboro, Vermont",-72.55914999999997,42.854750000000074
"Perris, CA","Perris, California",-117.22836999999998,33.782410000000034
"Wethersfield, CT","Wethersfield, Connecticut",-72.66161999999997,41.710470000000036
"Grinnell, IA","Grinnell, Iowa",-92.72736999999996,41.74688000000003
"Lynwood, CA","Lynwood, California",-118.19926999999996,33.927830000000036
"Lexington Park, MD","Lexington Park, Maryland",-76.45274999999998,38.265640000000076
"Loveland, Ohio","Loveland, Ohio",-84.26309999999995,39.26891000000006
"Parkville, MD","Parkville, Maryland",-76.53881999999999,39.37850000000003
Kalamazoo,"Kalamazoo, Michigan",-85.58850999999999,42.291570000000036
Newport,"Newport, Rhode Island",-71.31088999999997,41.492560000000026
"Oswego, IL","Oswego, Illinois",-88.35301999999996,41.68306000000007
"Duarte, CA","Duarte, California",-117.97049999999996,34.139610000000054
"Pleasant Hill, CA","Pleasant Hill, California",-122.06270999999998,37.94799000000006
"Clovis, California","Clovis, California",-119.69426999999996,36.82396000000005
"West Bend, Wisconsin","West Bend, Wisconsin",-88.18112999999994,43.40877000000007
Ashland,"Ashland, Oregon",-122.71730999999994,42.200000000000045
"La Porte, IN","La Porte, Indiana",-86.72138999999999,41.60954000000004
Issaquah,"Issaquah, Washington",-122.03420999999996,47.53010000000007
"Lincoln Park, Michigan","Lincoln Park, Michigan",-83.18185999999997,42.25147000000004
St. Peters,"St Peters, Missouri",-90.59569,38.79239000000007
"Bisbee, Arizona","Bisbee, Arizona",-109.91477999999996,31.441850000000052
"Peoria, Arizona","Peoria, Arizona",-112.24089999999997,33.57731000000007
Neptune Beach,"Neptune Beach, Florida",-81.39606999999995,30.32416000000007
"Syosset, NY","Syosset, New York",-73.49542999999993,40.827450000000056
Fullerton,"Fullerton, California",-117.92895999999996,33.870330000000024
"Kernersville, NC","Kernersville, North Carolina",-80.07250999999997,36.11952000000008
Lorain,"Lorain, Ohio",-82.17814999999995,41.46820000000002
Lakeside,"Lakeside, Florida",-81.76802999999995,30.129260000000052
"Palm Harbor, FL","Palm Harbor, Florida",-82.74048999999997,28.07893000000007
"Mammoth Lakes, CA","Mammoth Lakes, California",-118.97792999999996,37.648780000000045
La Habra,"La Habra, California",-117.94406999999997,33.93187000000006
"Goodyear, AZ","Goodyear, Arizona",-112.35830999999996,33.436300000000074
"Peekskill, NY","Peekskill, New York",-73.92210999999998,41.29117000000008
Minot,"Minot, North Dakota",-101.29609999999997,48.236110000000046
"Sherwood, AR","Sherwood, Arkansas",-92.20932,34.83263000000005
"Aliso Viejo, CA","Aliso Viejo, California",-117.72778999999996,33.56735000000003
"Woodbridge, Virginia","Woodbridge, Virginia",-77.24708999999996,38.66159000000005
"Manhattan, Kansas","Manhattan, Kansas",-96.56183999999996,39.178810000000055
"La Vergne, TN","La Vergne, Tennessee",-86.58362999999996,36.022420000000075
"Lebanon, Pennsylvania","Lebanon, Pennsylvania",-76.42587999999995,40.33049000000005
"Parkersburg, West Virginia","Parkersburg, West Virginia",-81.55856999999997,39.263720000000035
"Ruston, LA","Ruston, Louisiana",-92.63980999999997,32.530490000000036
Avondale,"Avondale, Arizona",-112.34965999999996,33.440500000000036
"Skokie, Illinois","Skokie, Illinois",-87.75567999999998,42.02634000000006
"New Port Richey, FL","New Port Richey, Florida",-82.71615999999995,28.250190000000032
"Mitchellville, MD","Mitchellville, Bowie, Maryland",-76.75135999999998,38.92532000000005
Alpharetta,"Alpharetta, Georgia",-84.29454999999996,34.07540000000006
"Placerville, CA","Placerville, California",-120.80329999999998,38.72792000000004
"Calumet City, IL","Calumet City, Illinois",-87.53015999999997,41.615530000000035
"Bridgeport, WV","Bridgeport, West Virginia",-80.24889999999994,39.285960000000046
"Snellville, Georgia","Snellville, Georgia",-84.01735999999994,33.85690000000005
"Hesperia, CA","Hesperia, California",-117.31998999999996,34.42426000000006
"Pace, Florida","Pace, Florida",-87.16150999999996,30.602760000000053
Montebello,"Montebello, California",-118.11642999999998,34.01959000000005
"Federal Way, WA","Federal Way, Washington",-122.33029999999997,47.301510000000064
"Oxford, MA","Oxford, Massachusetts",-71.86443999999996,42.117030000000064
"Lompoc, California","Lompoc, California",-120.45788,34.640480000000025
Statesville,"Statesville, North Carolina",-80.88897999999995,35.78588000000008
"Berwyn, IL","Berwyn, Illinois",-87.79126999999994,41.843290000000025
"Idaho Falls, Idaho","Idaho Falls, Idaho",-112.04226999999996,43.49211000000002
"Carteret, New Jersey","Carteret, New Jersey",-74.21914999999996,40.578600000000044
"Pflugerville, TX","Pflugerville, Texas",-97.61994,30.440560000000065
"Hope Mills, NC","Hope Mills, North Carolina",-78.94703999999996,34.97317000000004
"Tahlequah, Oklahoma","Tahlequah, Oklahoma",-94.97266999999994,35.91136000000006
"Stafford, TX","Stafford, Texas",-95.55708999999996,29.614800000000052
"Alameda, California","Alameda, California",-122.2453,37.766830000000034
"Maywood, NJ","Maywood, New Jersey",-74.05973999999998,40.90377000000007
Trenton,"Trenton, New Jersey",-74.75939999999997,40.21788000000004
"Medina, Ohio","Medina, Ohio",-81.86401999999998,41.14042000000006
Perkasie,"Perkasie, Pennsylvania",-75.30068999999997,40.37390000000005
"Wyckoff, New Jersey","Wyckoff, New Jersey",-74.17002999999994,41.014000000000074
"Big Bear Lake, CA","Big Bear Lake, California",-116.93469999999996,34.23906000000005
"Willimantic, CT","Willimantic, Connecticut",-72.20528999999993,41.710960000000064
"Kingston, NY","Kingston, New York",-73.99736999999998,41.92698000000007
"Canton, Georgia","Canton, Georgia",-84.48732999999999,34.23625000000004
"Camarillo, California","Camarillo, California",-119.05071999999996,34.223400000000034
"Walnut Creek, California","Walnut Creek, California",-122.06161999999996,37.901180000000075
Douglasville,"Douglasville, Georgia",-84.74911999999995,33.75018000000006
"Del Rio, TX","Del Rio, Texas",-100.89817999999997,29.36624000000005
"Snellville, GA","Snellville, Georgia",-84.01735999999994,33.85690000000005
"South River, NJ","South River, New Jersey",-74.38195999999994,40.45049000000006
"Slidell, Louisiana","Slidell, Louisiana",-89.78162999999996,30.276210000000052
"Rocky Mount, NC","Rocky Mount, North Carolina",-77.79498999999998,35.948840000000075
"Livingston, NJ","Livingston, New Jersey",-74.31741999999997,40.795530000000035
Wesley Chapel,"Wesley Chapel, Florida",-82.32763999999997,28.240490000000076
Arcadia,"Arcadia, California",-118.03886999999996,34.13614000000007
"Rome, NY","Rome, New York",-75.45335999999998,43.21516000000002
Palm Bay,"Palm Bay, Florida",-80.67261999999994,27.999900000000025
"Emeryville, California","Emeryville, California",-122.30174999999996,37.83717000000007
"Rosemount, MN","Rosemount, Minnesota",-93.12428999999996,44.739190000000065
"Apache Junction, AZ","Apache Junction, Arizona",-111.54611999999996,33.42314000000005
"Merritt Island, FL","Merritt Island, Florida",-80.68598999999995,28.357090000000035
"Oakland Park, Florida","Oakland Park, Florida",-80.13120999999995,26.17273000000006
Bethany,"Bethany, Oklahoma",-97.62984999999998,35.50689000000005
"Buckhannon, West Virginia","Buckhannon, West Virginia",-80.23173999999995,38.99329000000006
"Chesapeake, Virginia","Chesapeake, Virginia",-76.24778999999995,36.71428000000003
New Castle,"New Castle, Pennsylvania",-80.34723999999993,41.001970000000036
"Holyoke, Massachusetts","Holyoke, Massachusetts",-72.60742999999997,42.20696000000004
"Spanish Fork, UT","Spanish Fork, Utah",-111.65479,40.10963000000004
"El Cerrito, CA","El Cerrito, California",-122.31163999999997,37.915760000000034
"Twin Falls, Idaho","Twin Falls, Idaho",-114.46959999999996,42.55619000000007
"Wellesley, Massachusetts","Wellesley, Massachusetts",-71.29197999999997,42.296890000000076
"Oak Lawn, IL","Oak Lawn, Illinois",-87.75268999999996,41.720350000000046
"Washougal, WA","Washougal, Washington",-122.35325999999998,45.57922000000008
"Puyallup, Washington","Puyallup, Washington",-122.29564,47.190440000000066
"Tustin, California","Tustin, California",-117.81883,33.74416000000008
"Lockport, New York","Lockport, New York",-78.69536999999997,43.169190000000064
"Pocatello, Idaho","Pocatello, Idaho",-112.45055999999994,42.874970000000076
"Rio Rancho, NM","Rio Rancho, New Mexico",-106.65967999999998,35.24159000000003
"Long Beach, Mississippi","Long Beach, Mississippi",-89.14783999999996,30.35451000000005
"New Bern, North Carolina","New Bern, North Carolina",-77.04150999999995,35.10847000000007
Eureka,"Eureka, California",-124.15952999999996,40.803270000000055
"Grosse Pointe, Michigan","Grosse Pointe, Michigan",-82.91117999999993,42.38641000000007
"Garfield, New Jersey","Garfield, New Jersey",-74.11343999999997,40.88137000000006
Chappaqua,"Chappaqua, New York",-73.77304999999996,41.15742000000006
"Suffolk, Virginia","Suffolk, Virginia",-76.58894999999995,36.73115000000007
"Bethlehem, Pennsylvania","Bethlehem, Pennsylvania",-75.37777999999997,40.631020000000035
Jefferson City,"Jefferson City, Missouri",-92.17783999999996,38.577510000000075
"St. Clair Shores, MI","St Clair Shores, Michigan",-82.88890999999995,42.49532000000005
"Prescott, AZ","Prescott, Arizona",-112.46873000000001,34.54142000000007
"Port Clinton, Ohio","Port Clinton, Ohio",-82.94144999999997,41.51329000000004
"Bolingbrook, IL","Bolingbrook, Illinois",-88.07962999999997,41.698210000000074
"Van Wert, Ohio","Van Wert, Ohio",-84.58002999999997,40.869630000000036
"Stockton, California","Stockton, California",-121.29045999999994,37.953730000000064
"Lady Lake, FL","Lady Lake, Florida",-81.92832999999995,28.93257000000005
"Satellite Beach, Florida","Satellite Beach, Florida",-80.60290999999995,28.172340000000077
"Frankfort, Kentucky","Frankfort, Kentucky",-84.87868999999995,38.19507000000005
