LOC,Addr,LON,LAT
"Alexandria, LA","Alexandria, Louisiana",-92.44567999999998,31.31266000000005
"Pawtucket, RI","Pawtucket, Rhode Island",-71.38247999999999,41.87948000000007
"Rancho Cordova, CA","Rancho Cordova, California",-121.30374999999998,38.57469000000003
"Ontario, California","Ontario, California",-117.64809999999994,34.06457000000006
"Portland, ME","Portland, Maine",-70.25667999999996,43.65915000000007
"Essex Junction, Vermont","Essex Junction, Vermont",-73.11099999999993,44.490800000000036
"Portsmouth, Ohio","Portsmouth, Ohio",-82.99272999999994,38.74535000000003
"Waynesboro, PA","Waynesboro, Pennsylvania",-77.57854999999995,39.756210000000074
"Suisun City, CA","Suisun City, California",-122.03687999999994,38.23912000000007
"Bluffton, IN","Bluffton, Indiana",-85.17146999999993,40.738980000000026
Hemet,"Hemet, California",-116.96788999999997,33.749370000000056
"Concord, NH","Concord, New Hampshire",-71.53659999999995,43.207250000000045
"Rochester, Minnesota","Rochester, Minnesota",-92.45941999999997,44.01932000000005
"Ossining, New York","Ossining, New York",-73.86072999999993,41.163470000000075
"Harker Heights, Texas","Harker Heights, Texas",-97.65950999999997,31.08832000000007
"Poulsbo, WA","Poulsbo, Washington",-122.64681999999999,47.73628000000008
"Utica, NY","Utica, New York",-75.24257999999998,43.09589000000005
Chattanooga,"Chattanooga, Tennessee",-85.30946999999998,35.04672000000005
"Bangor, PA","Bangor, Pennsylvania",-75.20751999999997,40.86904000000004
"Fitchburg, MA","Fitchburg, Massachusetts",-71.79225999999993,42.58176000000003
"Durham, North Carolina","Durham, North Carolina",-78.89643999999998,35.995420000000024
"Sedalia, Missouri","Sedalia, Missouri",-93.22805999999996,38.710770000000025
"King, NC","King, North Carolina",-80.35874999999999,36.281750000000045
Ogden,"Ogden, Utah",-111.97046999999998,41.222570000000076
La Plata,"La Plata, Maryland",-76.97759999999994,38.526260000000036
"Powder Springs, GA","Powder Springs, Georgia",-84.68437999999998,33.860130000000034
"Yulee, Florida","Yulee, Florida",-81.60617999999994,30.636300000000066
"Royal Oak, Michigan","Royal Oak, Michigan",-83.14243999999997,42.488150000000076
"Carrollton, GA","Carrollton, Georgia",-85.07840999999995,33.581300000000056
Providence,"Providence, Rhode Island",-71.41198999999995,41.82387000000005
"Victorville, California","Victorville, California",-117.32363999999995,34.510610000000035
"Houghton, MI","Houghton, Michigan",-88.57001999999994,47.12186000000003
"Bradenton, Florida","Bradenton, Florida",-82.57806999999997,27.495500000000053
"Bossier City, Louisiana","Bossier City, Louisiana",-93.73537999999996,32.51594000000006
Schenectady,"Schenectady, New York",-73.94101999999998,42.81225000000006
"Pembroke Pines, FL","Pembroke Pines, Florida",-80.28010999999998,26.008110000000052
Boynton Beach,"Boynton Beach, Florida",-80.06269999999995,26.528910000000053
"Fairfield, California","Fairfield, California",-122.04429999999996,38.249240000000036
"Fairfield, CA","Fairfield, California",-122.04429999999996,38.249240000000036
"Springfield, VA","Springfield, Virginia",-77.19165999999996,38.77917000000008
"Watertown, WI","Watertown, Wisconsin",-88.72046999999998,43.19736000000007
"Paramount, CA","Paramount, California",-118.16139999999996,33.88516000000004
Cape Coral,"Cape Coral, Florida",-81.95693999999997,26.629820000000052
"American Fork, UT","American Fork, Utah",-111.79747999999996,40.378670000000064
"Keizer, Oregon","Keizer, Oregon",-123.02006999999998,44.996870000000065
Erie,"Erie, Pennsylvania",-80.08549999999997,42.129820000000045
"Hutchinson, MN","Hutchinson, Minnesota",-94.36921999999998,44.890870000000064
"Englewood Cliffs, NJ","Englewood Cliffs, New Jersey",-73.95077999999995,40.87924000000004
"Placentia, California","Placentia, California",-117.86103999999996,33.87113000000005
Cary,"Cary, North Carolina",-78.78115999999993,35.789750000000026
"Taylors, SC","Taylors, South Carolina",-82.30445999999995,34.88884000000007
"Douglasville, Georgia","Douglasville, Georgia",-84.74911999999995,33.75018000000006
"Forest, MS","Forest, Mississippi",-89.47568999999999,32.36420000000004
"Greer, South Carolina","Greer, South Carolina",-82.22751999999997,34.93845000000005
"Binghamton, NY","Binghamton, New York",-75.91118999999998,42.09871000000004
"Elgin, IL","Elgin, Illinois",-88.28323999999998,42.039560000000044
"Gadsden, AL","Gadsden, Alabama",-86.00716999999996,34.014770000000055
"Cupertino, CA","Cupertino, California",-122.02927999999996,37.31896000000006
Swansea,"Swansea, Massachusetts",-71.19051999999994,41.74882000000007
"Panama City, Florida","Panama City, Florida",-85.66032999999999,30.159870000000076
"Massapequa, NY","Massapequa, New York",-73.46519999999998,40.69227000000007
"Newport Beach, California","Newport Beach, California",-117.93032999999996,33.61703000000006
"Elizabeth City, NC","Elizabeth City, North Carolina",-76.21975999999995,36.30150000000003
Freedom,"Freedom, California",-121.77776999999998,36.938270000000045
Windsor,"Windsor, Ontario",-83.03386999999998,42.31785000000008
"Altoona, Pennsylvania","Altoona, Pennsylvania",-78.39889999999997,40.50719000000004
"Sugar Land, TX","Sugar Land, Texas",-95.60055999999996,29.632970000000054
Pleasanton,"Pleasanton, California",-121.87712999999997,37.65819000000005
"Kutztown, PA","Kutztown, Pennsylvania",-75.77648999999997,40.51851000000005
"Morgan Hill, CA","Morgan Hill, California",-121.66188999999996,37.12603000000007
"Wildomar, CA","Wildomar, California",-117.26236999999998,33.612360000000024
"Holly, Michigan","Holly, Michigan",-83.62761999999998,42.79099000000008
"Milford, NH","Milford, Town of Milford, New Hampshire",-71.64843999999994,42.835500000000025
"Cedar Park, Texas","Cedar Park, Texas",-97.82188999999994,30.506600000000052
"Dinuba, CA","Dinuba, California",-119.38561000000001,36.544310000000046
"Chino Hills, California","Chino Hills, California",-117.75777999999997,33.996350000000064
"Fishers, IN","Fishers, Indiana",-86.01703999999997,39.95820000000003
"Libertyville, IL","Libertyville, Illinois",-87.95229999999998,42.287820000000075
"Orem, Utah","Orem, Utah",-111.69571999999994,40.29876000000007
"North Little Rock, Arkansas","North Little Rock, Arkansas",-92.26711999999998,34.75605000000007
"Fishers, Indiana","Fishers, Indiana",-86.01703999999997,39.95820000000003
"Troutdale, Oregon","Troutdale, Oregon",-122.38536,45.540370000000046
"Key West, Florida","Key West, Florida",-81.80022999999993,24.554500000000075
"McDonough, Georgia","McDonough, Georgia",-84.14772999999997,33.447740000000074
"Owasso, OK","Owasso, Oklahoma",-95.85500999999994,36.26792000000006
"Matthews, NC","Matthews, North Carolina",-80.72024999999995,35.118220000000065
"Casa Grande, AZ","Casa Grande, Arizona",-111.75063999999998,32.87954000000008
Annapolis,"Annapolis, Maryland",-76.49013999999994,38.976780000000076
"Camarillo, CA","Camarillo, California",-119.05071999999996,34.223400000000034
"Gulf Shores, Alabama","Gulf Shores, Alabama",-87.68308999999994,30.27753000000007
Marina del Rey,"Marina del Rey, California",-118.45241999999996,33.98528000000005
"Los Gatos, California","Los Gatos, California",-121.97927,37.221310000000074
"Thousand Oaks, California","Thousand Oaks, California",-118.84808999999996,34.175700000000056
"Lansing, Michigan","Lansing, Michigan",-84.55224999999996,42.73194000000007
"San Leandro, CA","San Leandro, California",-122.15850999999998,37.728260000000034
Fort Hood,"Fort Hood, Texas",-97.79841999999996,31.122670000000035
"St. Petersburg, Florida","St Petersburg, Florida",-82.63875999999993,27.771190000000054
"Lakewood, WA","Lakewood, Washington",-122.51493,47.16195000000005
Pearland,"Pearland, Texas",-95.25531999999998,29.552380000000035
"Oroville, California","Oroville, California",-121.55609999999996,39.513880000000036
"Phoenixville, PA","Phoenixville, Pennsylvania",-75.51394999999997,40.13313000000005
"Dubuque, IA","Dubuque, Iowa",-90.66326999999997,42.49913000000004
"Ardmore, Oklahoma","Ardmore, Oklahoma",-97.12876999999996,34.17268000000007
"St. Charles, Missouri","Saint Charles, Missouri",-90.48122999999998,38.78394000000004
"Blacksburg, Virginia","Blacksburg, Virginia",-80.41089999999997,37.226530000000025
"Grapevine, Texas","Grapevine, Texas",-97.07838999999996,32.93948000000006
"Torrance, California","Torrance, California",-118.34311999999994,33.83705000000003
"Newburyport, MA","Newburyport, Massachusetts",-70.87262999999996,42.81197000000003
"Mooresville, NC","Mooresville, North Carolina",-80.81468999999998,35.582520000000045
"Sanger, CA","Sanger, California",-119.55642999999998,36.70887000000005
"Holly, MI","Holly, Michigan",-83.62761999999998,42.79099000000008
Lincolnshire,"Lincolnshire, Illinois",-87.92853999999994,42.20162000000005
"Flint, MI","Flint, Michigan",-83.68678999999997,43.01144000000005
"Mount Vernon, Washington","Mount Vernon, Washington",-122.33405,48.42122000000007
"Stone Mountain, Georgia","Stone Mountain, Georgia",-84.16997999999995,33.80385000000007
"Gadsden, Alabama","Gadsden, Alabama",-86.00716999999996,34.014770000000055
"Brentwood, Tennessee","Brentwood, Tennessee",-86.78881999999999,36.033150000000035
"Kentfield, CA","Kentfield, California",-122.54814999999996,37.95616000000007
"Stuart, Florida","Stuart, Florida",-80.25535999999994,27.19999000000007
"Moline, IL","Moline, Illinois",-90.49014999999996,41.491750000000025
"Saraland, AL","Saraland, Alabama",-88.07167999999996,30.806590000000032
"San Marcos, California","San Marcos, California",-117.16015999999996,33.14083000000005
"Ferndale, MI","Ferndale, Michigan",-83.13032999999996,42.46069000000005
Sussex,"Sussex, New Jersey",-74.60772999999995,41.209570000000035
"Aiken, South Carolina","Aiken, South Carolina",-81.72213999999997,33.56164000000007
"Cookeville, TN","Cookeville, Tennessee",-85.49979999999994,36.16193000000004
Stratford,"Stratford, Connecticut",-73.13329999999995,41.198660000000075
"East Orange, New Jersey","East Orange, New Jersey",-74.20990999999998,40.76099000000005
Magnolia,"Magnolia, Arkansas",-93.24085999999994,33.26750000000004
"Madison, SD","Madison, South Dakota",-97.11038999999994,44.007210000000036
Stroudsburg,"Stroudsburg, Pennsylvania",-75.19448999999997,40.98524000000003
"Bloomington, Illinois","Bloomington, Illinois",-88.99771999999996,40.48535000000004
"Gig Harbor, Washington","Gig Harbor, Washington",-122.58036999999996,47.32800000000003
"Shaker Heights, Ohio","Shaker Heights, Ohio",-81.56499999999993,41.47041000000007
"West Babylon, NY","West Babylon, New York",-73.34834999999998,40.70123000000007
"Glen Carbon, Illinois","Glen Carbon, Illinois",-89.97076999999996,38.76467000000007
Altus,"Altus, Oklahoma",-99.33373999999998,34.637830000000065
"Grand Junction, Colorado","Grand Junction, Colorado",-108.56444999999997,39.068790000000035
"Morehead, KY","Morehead, Kentucky",-83.43790999999999,38.178040000000074
"Middletown, CT","Middletown, Connecticut",-72.64983999999998,41.56266000000005
Meridian,"Meridian, Idaho",-116.39257999999997,43.611020000000046
"Concord, CA","Concord, California",-122.02582999999998,37.98165000000006
"Oak Creek, WI","Oak Creek, Wisconsin",-87.91194999999998,42.889820000000036
"Baldwinsville, NY","Baldwinsville, New York",-76.33275999999995,43.15866000000005
"Ridgeland, MS","Ridgeland, Mississippi",-90.14076999999996,32.427490000000034
"Irving, TX","Irving, Texas",-96.95549999999996,32.813510000000065
"Laramie, Wyoming","Laramie, Wyoming",-105.59034999999994,41.310800000000036
Hampton,"Hampton, Virginia",-76.34511999999995,37.02779000000004
"Marblehead, MA","Marblehead, Massachusetts",-70.85221999999997,42.50299000000007
"East Brunswick, New Jersey","East Brunswick, New Jersey",-74.42037999999997,40.41799000000003
"South Milwaukee, Wisconsin","South Milwaukee, Wisconsin",-87.87168999999994,42.90782000000007
Woodstock,"Woodstock, Ontario",-80.75656999999995,43.130110000000066
"Sammamish, WA","Sammamish, Washington",-122.03538999999996,47.61344000000002
Waynesville,"Waynesville, North Carolina",-82.98813999999999,35.489580000000046
"Troy, Michigan","Troy, Michigan",-83.15407999999995,42.562380000000076
"Albany, Oregon","Albany, Oregon",-123.10775999999998,44.63548000000003
Ypsilanti,"Ypsilanti, Michigan",-83.61308999999993,42.240810000000074
"Fredonia, NY","Fredonia, New York",-79.33185999999995,42.44029000000006
Lansing,"Lansing, Michigan",-84.55224999999996,42.73194000000007
"Covington, LA","Covington, Louisiana",-90.09540999999996,30.480140000000066
Lowell,"Lowell, Massachusetts",-71.31283999999994,42.645880000000034
"Lambertville, MI","Lambertville, Michigan",-83.62569999999994,41.75003000000004
"Johnston, Iowa","Johnston, Iowa",-93.71221999999996,41.67234000000008
"Somerset, KY","Somerset, Kentucky",-84.60080999999997,37.09341000000006
"Broomfield, Colorado","Broomfield, Colorado",-105.07057999999996,39.92086000000006
"Farmington, MN","Farmington, Minnesota",-93.14437999999996,44.639190000000035
"Palo Alto, California","Palo Alto, California",-122.16078999999996,37.444660000000056
"Farmingdale, NY","Farmingdale, New York",-73.44578999999997,40.73228000000006
Croydon,"Croydon, Pennsylvania",-74.90455999999995,40.08696000000003
"Covina, CA","Covina, California",-117.88991000000001,34.08743000000004
Folsom,"Folsom, California",-121.16283,38.68175000000008
Richmond Hill,"Richmond Hill, Ontario",-79.37848999999993,43.84745000000004
"Frederick, MD","Frederick, Maryland",-77.41202999999996,39.415740000000035
"Coral Springs, FL","Coral Springs, Florida",-80.25388999999996,26.27249000000005
"Lake Geneva, WI","Lake Geneva, Wisconsin",-88.43618999999997,42.591780000000035
"Huntington, IN","Huntington, Indiana",-85.49424999999997,40.882840000000044
"Lindon, Utah","Lindon, Utah",-111.71937999999994,40.34086000000008
Victorville,"Victorville, California",-117.32363999999995,34.510610000000035
"Inglewood, CA","Inglewood, California",-118.35673999999996,33.96178000000003
"Renton, Washington","Renton, Washington",-122.20486999999996,47.47532000000007
"East Point, Georgia","East Point, Georgia",-84.44181999999995,33.67942000000005
"Green Bay, WI","Green Bay, Wisconsin",-88.01000999999997,44.51300000000003
"Hagerstown, MD","Hagerstown, Maryland",-77.71757999999993,39.64250000000004
"Naperville, IL","Naperville, Illinois",-88.15301999999996,41.770830000000046
"Fenton, Michigan","Fenton, Michigan",-83.70525999999995,42.793690000000026
"Monroe, WA","Monroe, Washington",-121.98153999999994,47.852390000000064
Shreveport,"Shreveport, Louisiana",-93.74688999999996,32.51487000000003
"Dayton, OH","Dayton, Ohio",-84.19380999999998,39.75920000000008
"Hammond, Indiana","Hammond, Indiana",-87.50892999999996,41.605380000000025
"Loma Linda, California","Loma Linda, California",-117.24388,34.04831000000007
"Durango, Colorado","Durango, Colorado",-107.87929999999994,37.27367000000004
"White Plains, New York","White Plains, New York",-73.76343999999995,41.033790000000074
"Allen Park, Michigan","Allen Park, Michigan",-83.22004999999996,42.26392000000004
"Clifton, NJ","Clifton, New Jersey",-74.15981999999997,40.86575000000005
"Redondo Beach, CA","Redondo Beach, California",-118.38793999999996,33.84445000000005
Globe,"Globe, Arizona",-110.78911999999997,33.39576000000005
"Margate, Florida","Margate, Florida",-80.20443999999998,26.24222000000003
"Lincolnton, NC","Lincolnton, North Carolina",-81.25575999999995,35.471750000000036
Middlesex,"Middlesex, New Jersey",-74.50066999999996,40.57936000000007
"New Rochelle, NY","New Rochelle, New York",-73.78693999999996,40.92011000000008
"Midwest City, OK","Midwest City, Oklahoma",-97.38388999999997,35.464060000000075
Baton Rouge,"Baton Rouge, Louisiana",-91.18663999999997,30.443350000000066
"Girard, Ohio","Girard, Ohio",-80.70329999999996,41.15402000000006
El Paso,"El Paso, Texas",-106.48748999999998,31.759160000000065
"Longmont, CO","Longmont, Colorado",-105.10021999999998,40.163940000000025
St. Cloud,"St Cloud, Minnesota",-94.19751999999994,45.565860000000036
"Bozeman, Montana","Bozeman, Montana",-111.03221999999994,45.679340000000074
"Wilmette, Illinois","Wilmette, Illinois",-87.70764999999994,42.075680000000034
Hillsboro,"Hillsboro, Oregon",-122.99043999999998,45.52268000000004
"Pharr, Texas","Pharr, Texas",-98.18370999999996,26.194880000000072
